Date,BTC,MSTR
2023-07-17,30145.888671875,44.987998962402344
2023-07-18,29856.5625,44.58000183105469
2023-07-19,29913.923828125,45.310001373291016
2023-07-20,29792.015625,44.08300018310547
2023-07-21,29908.744140625,43.665000915527344
2023-07-24,29176.916015625,43.09400177001953
2023-07-25,29227.390625,43.68199920654297
2023-07-26,29354.97265625,44.34600067138672
2023-07-27,29210.689453125,42.6150016784668
2023-07-28,29319.24609375,43.46099853515625
2023-07-31,29230.111328125,43.78799819946289
2023-08-01,29675.732421875,43.49800109863281
2023-08-02,29151.958984375,40.733001708984375
2023-08-03,29178.6796875,38.99100112915039
2023-08-04,29074.091796875,37.696998596191406
2023-08-07,29180.578125,37.082000732421875
2023-08-08,29765.4921875,38.948001861572266
2023-08-09,29561.494140625,37.784000396728516
2023-08-10,29429.591796875,37.80099868774414
2023-08-11,29397.71484375,38.430999755859375
2023-08-14,29408.443359375,38.882999420166016
2023-08-15,29170.34765625,37.6150016784668
2023-08-16,28701.779296875,36.96699905395508
2023-08-17,26664.55078125,34.67900085449219
2023-08-18,26049.556640625,32.86199951171875
2023-08-21,26124.140625,33.525001525878906
2023-08-22,26031.65625,32.95100021362305
2023-08-23,26431.640625,34.63999938964844
2023-08-24,26162.373046875,33.65599822998047
2023-08-25,26047.66796875,33.60499954223633
2023-08-28,26106.150390625,34.4370002746582
2023-08-29,27727.392578125,38.152000427246094
2023-08-30,27297.265625,37.167999267578125
2023-08-31,25931.47265625,35.75299835205078
2023-09-01,25800.724609375,35.14799880981445
2023-09-05,25779.982421875,34.92499923706055
2023-09-06,25753.236328125,35.06999969482422
2023-09-07,26240.1953125,35.30699920654297
2023-09-08,25905.654296875,35.62799835205078
2023-09-11,25162.654296875,34.268001556396484
2023-09-12,25833.34375,34.7760009765625
2023-09-13,26228.32421875,34.183998107910156
2023-09-14,26539.673828125,34.63999938964844
2023-09-15,26608.693359375,34.077999114990234
2023-09-18,26754.28125,34.0620002746582
2023-09-19,27211.1171875,33.92599868774414
2023-09-20,27132.0078125,33.34700012207031
2023-09-21,26567.6328125,32.60599899291992
2023-09-22,26579.568359375,32.28099822998047
2023-09-25,26298.48046875,32.7599983215332
2023-09-26,26217.25,31.729999542236328
2023-09-27,26352.716796875,31.562999725341797
2023-09-28,27021.546875,32.891998291015625
2023-09-29,26911.720703125,32.827999114990234
2023-10-02,27530.78515625,32.94900131225586
2023-10-03,27429.978515625,31.132999420166016
2023-10-04,27799.39453125,32.040000915527344
2023-10-05,27415.912109375,32.34199905395508
2023-10-06,27946.59765625,34.0629997253418
2023-10-09,27583.677734375,34.04499816894531
2023-10-10,27391.01953125,34.04600143432617
2023-10-11,26873.3203125,33.46099853515625
2023-10-12,26756.798828125,32.36000061035156
2023-10-13,26862.375,31.82200050354004
2023-10-16,28519.466796875,32.58000183105469
2023-10-17,28415.748046875,33.54100036621094
2023-10-18,28328.341796875,32.91400146484375
2023-10-19,28719.806640625,34.23500061035156
2023-10-20,29682.94921875,34.80400085449219
2023-10-23,33086.234375,37.749000549316406
2023-10-24,33901.52734375,42.48699951171875
2023-10-25,34502.8203125,43.321998596191406
2023-10-26,34156.6484375,41.345001220703125
2023-10-27,33909.80078125,40.67599868774414
2023-10-30,34502.36328125,42.02199935913086
2023-10-31,34667.78125,42.3390007019043
2023-11-01,35437.25390625,42.66699981689453
2023-11-02,34938.2421875,45.362998962402344
2023-11-03,34732.32421875,45.39500045776367
2023-11-06,35037.37109375,45.9630012512207
2023-11-07,35443.5625,47.35499954223633
2023-11-08,35655.27734375,47.45000076293945
2023-11-09,36693.125,49.40700149536133
2023-11-10,37313.96875,50.917999267578125
2023-11-13,36502.35546875,50.487998962402344
2023-11-14,35537.640625,48.0
2023-11-15,37880.58203125,50.595001220703125
2023-11-16,36154.76953125,48.90800094604492
2023-11-17,36596.68359375,48.62200164794922
2023-11-20,37476.95703125,50.85300064086914
2023-11-21,35813.8125,49.30400085449219
2023-11-22,37432.33984375,50.78799819946289
2023-11-24,37720.28125,52.02399826049805
2023-11-27,37254.16796875,49.53799819946289
2023-11-28,37831.0859375,50.58700180053711
2023-11-29,37858.4921875,50.709999084472656
2023-11-30,37712.74609375,49.83000183105469
2023-12-01,38688.75,52.768001556396484
2023-12-04,41980.09765625,56.321998596191406
2023-12-05,44080.6484375,57.75
2023-12-06,43746.4453125,56.888999938964844
2023-12-07,43292.6640625,57.10900115966797
2023-12-08,44166.6015625,59.93899917602539
2023-12-11,41243.83203125,55.58000183105469
2023-12-12,41450.22265625,55.832000732421875
2023-12-13,42890.7421875,58.599998474121094
2023-12-14,43023.97265625,58.23699951171875
2023-12-15,41929.7578125,57.04100036621094
2023-12-18,42623.5390625,57.189998626708984
2023-12-19,42270.52734375,57.130001068115234
2023-12-20,43652.25,57.34700012207031
2023-12-21,43869.15234375,58.19499969482422
2023-12-22,43997.90234375,61.92399978637695
2023-12-26,42520.40234375,60.388999938964844
2023-12-27,43442.85546875,67.07099914550781
2023-12-28,42627.85546875,66.78800201416016
2023-12-29,42099.40234375,63.1619987487793
2024-01-02,44957.96875,68.51499938964844
2024-01-03,42848.17578125,63.10599899291992
2024-01-04,44179.921875,65.58100128173828
2024-01-05,44162.69140625,63.108001708984375
2024-01-08,46970.50390625,59.80099868774414
2024-01-09,46139.73046875,57.729000091552734
2024-01-10,46627.77734375,56.56700134277344
2024-01-11,46368.5859375,53.61800003051758
2024-01-12,42853.16796875,48.553001403808594
2024-01-16,43154.9453125,48.2140007019043
2024-01-17,42742.65234375,49.900001525878906
2024-01-18,41262.05859375,48.65999984741211
2024-01-19,41618.40625,48.099998474121094
2024-01-22,39507.3671875,47.01900100708008
2024-01-23,39845.55078125,45.01900100708008
2024-01-24,40077.07421875,45.0989990234375
2024-01-25,39933.80859375,45.77799987792969
2024-01-26,41816.87109375,49.45000076293945
2024-01-29,43288.24609375,51.38100051879883
2024-01-30,42952.609375,51.95100021362305
2024-01-31,42582.60546875,50.12099838256836
2024-02-01,43075.7734375,50.347999572753906
2024-02-02,43185.859375,50.0099983215332
2024-02-05,42658.66796875,49.060001373291016
2024-02-06,43084.671875,49.79999923706055
2024-02-07,44318.22265625,50.80099868774414
2024-02-08,45301.56640625,58.78099822998047
2024-02-09,47147.19921875,64.63200378417969
2024-02-12,49958.22265625,71.75199890136719
2024-02-13,49742.44140625,68.60199737548828
2024-02-14,51826.6953125,76.98799896240234
2024-02-15,51938.5546875,71.80000305175781
2024-02-16,52160.203125,69.95600128173828
2024-02-20,52284.875,70.49800109863281
2024-02-21,51839.1796875,67.27999877929688
2024-02-22,51304.97265625,71.31500244140625
2024-02-23,50731.94921875,68.74400329589844
2024-02-26,54522.40234375,79.64800262451172
2024-02-27,57085.37109375,87.18000030517578
2024-02-28,62504.7890625,96.29499816894531
2024-02-29,61198.3828125,102.28399658203125
2024-03-01,62440.6328125,107.93900299072266
2024-03-04,68330.4140625,133.4010009765625
2024-03-05,63801.19921875,105.10099792480469
2024-03-06,66106.8046875,124.62100219726562
2024-03-07,66925.484375,130.0019989013672
2024-03-08,68300.09375,142.5590057373047
2024-03-11,72123.90625,148.42300415039062
2024-03-12,71481.2890625,159.3350067138672
2024-03-13,73083.5,176.61500549316406
2024-03-14,71396.59375,167.68499755859375
2024-03-15,69403.7734375,178.23599243164062
2024-03-18,67548.59375,150.2760009765625
2024-03-19,61912.7734375,141.75
